slope,aspect,slope_shape,lithology_grade,fault_distance_km,lineament_density,geomorphology_unit,lulc_class,twi,rainfall_24h_mm,rainfall_72h_antecedent_mm,rainfall_intensity_max_mm_h,soil_saturation_pct,pore_water_pressure_kpa,sar_coherence_loss,sar_backscatter_diff_db,ndvi_vegetation_loss,osm_road_distance_m,osm_settlement_distance_m,geotechnical_fs,landslide_occurrence,risk_severity
12.05,281.68,-0.318,3,4.121,3.455,3,0,4.97,43.27,171.76,6.98,98.9,35.77,0.444,-2.52,0.081,263.5,147.5,2.349,0,LOW
28.44,111.33,0.487,5,0.39,2.922,1,1,5.3,128.59,367.11,13.22,100.0,66.08,0.98,-3.7,0.101,157.7,73.8,0.219,1,CRITICAL
23.05,231.54,-0.399,2,1.836,3.846,0,1,7.67,8.12,47.19,1.33,63.92,6.4,0.325,0.84,0.109,44.8,356.0,2.262,0,LOW
17.71,317.6,-0.229,4,3.924,3.028,2,2,8.47,79.71,161.83,10.5,100.0,38.69,0.605,-5.03,0.279,1059.3,12.9,0.895,1,HIGH
48.37,144.77,-0.428,1,2.99,4.011,0,2,5.54,3.08,26.5,0.36,53.44,2.92,0.489,0.56,0.101,13.4,225.0,1.237,0,MODERATE
10.05,23.98,-0.475,5,3.373,0.202,1,0,5.41,323.08,628.29,62.54,100.0,95.0,0.98,-6.93,0.206,12.4,432.1,0.534,1,CRITICAL
20.33,185.78,0.557,3,2.931,3.879,0,0,7.8,74.49,195.91,10.94,100.0,35.26,0.573,1.75,0.202,1076.6,582.2,1.311,0,MODERATE
30.33,124.55,0.19,4,5.599,2.379,1,2,7.74,225.77,642.37,27.34,100.0,95.0,0.98,-0.23,0.225,70.1,327.2,0.228,1,CRITICAL
25.85,242.0,0.049,3,1.352,0.558,1,3,5.96,71.71,253.14,15.21,100.0,45.57,0.758,-0.64,0.262,5.0,28.7,0.664,0,HIGH
15.28,342.37,-0.23,2,4.314,0.981,0,2,11.52,18.03,45.35,1.86,70.25,7.9,0.298,-2.21,0.077,141.9,648.7,3.321,0,LOW
15.61,174.82,0.318,2,16.518,3.594,0,2,7.91,169.56,501.01,16.94,100.0,90.18,0.98,-3.36,0.173,69.1,220.7,0.888,1,CRITICAL
34.52,167.83,-0.288,4,1.73,2.175,3,3,7.13,64.04,128.07,6.0,88.81,28.16,0.678,-1.03,0.231,458.9,89.7,0.494,1,CRITICAL
35.37,235.65,0.278,5,5.48,4.13,0,1,6.65,55.76,110.2,5.43,82.23,16.31,0.748,-1.0,0.231,81.8,138.4,0.662,1,CRITICAL
26.22,37.26,-0.305,3,0.989,0.582,2,1,9.72,36.44,133.71,4.2,95.28,27.31,0.412,-0.88,0.059,475.8,495.5,1.19,1,HIGH
13.36,91.26,-0.226,5,1.159,1.791,3,0,8.7,21.77,100.39,3.87,82.78,17.57,0.316,-0.3,0.141,211.9,99.2,1.964,0,LOW
15.9,330.83,0.265,1,9.559,1.461,0,3,3.68,49.09,180.78,8.54,99.47,32.37,0.509,0.44,0.253,457.8,41.5,1.726,0,LOW
21.91,241.18,0.302,5,0.092,2.216,0,2,5.97,29.63,105.5,5.54,79.51,15.1,0.366,3.7,0.125,266.5,436.7,1.208,0,MODERATE
23.66,4.84,0.209,3,0.858,2.697,2,1,6.52,125.08,230.11,20.09,100.0,41.42,0.924,-8.22,0.059,394.7,467.2,0.893,1,HIGH
29.7,73.67,-0.367,3,2.308,2.813,1,0,7.47,1.9,54.82,0.28,65.99,6.74,0.301,2.01,0.334,172.0,265.0,1.677,0,LOW
19.74,245.82,-0.156,3,1.799,0.105,2,1,8.88,49.09,157.9,6.9,100.0,34.31,0.442,-1.83,0.15,153.1,316.4,1.393,1,HIGH
34.12,275.18,0.055,4,3.472,0.465,3,0,5.15,117.74,310.85,23.84,100.0,55.95,0.98,-5.53,0.077,169.6,802.2,0.214,1,CRITICAL
33.92,302.35,-0.297,4,0.749,0.244,0,1,7.33,1.82,32.46,0.23,58.57,3.64,0.472,-4.61,0.226,380.7,186.0,0.932,1,HIGH
42.73,105.18,0.48,3,0.256,3.645,2,3,11.24,21.56,81.41,4.42,81.28,11.91,0.53,-0.87,0.248,163.5,896.7,0.961,1,HIGH
22.43,335.17,-0.841,3,1.613,1.384,3,0,7.56,3.44,73.65,0.41,72.18,9.98,0.326,-1.18,0.066,96.6,930.6,2.116,0,LOW
26.45,199.06,-0.273,1,2.601,1.605,0,1,5.97,58.75,193.45,5.99,100.0,41.87,0.63,-5.07,0.095,465.9,322.9,0.641,1,CRITICAL
20.58,250.75,-0.178,2,2.889,1.947,0,0,4.56,24.76,74.62,2.86,67.1,11.98,0.397,-1.77,0.081,150.0,7.6,2.311,0,LOW
13.46,214.83,-0.995,2,3.22,3.582,2,2,6.43,208.79,374.95,31.29,100.0,92.55,0.98,-2.78,0.149,165.9,1150.3,1.016,1,CRITICAL
59.78,44.19,-0.489,3,2.784,0.158,3,2,5.13,62.26,167.81,13.05,97.93,37.05,0.839,1.43,0.052,24.0,67.8,0.49,1,CRITICAL
39.95,346.72,0.219,3,0.987,0.586,1,0,6.63,53.63,150.21,5.62,95.01,25.69,0.648,-1.95,0.22,127.8,337.1,0.676,1,CRITICAL
33.56,44.24,0.011,4,5.062,2.909,1,3,8.69,161.97,401.22,26.11,100.0,72.22,0.98,-4.13,0.245,484.1,502.0,0.216,1,CRITICAL
22.01,91.76,0.551,4,0.322,4.052,0,2,7.58,16.45,59.65,1.82,67.73,7.27,0.337,0.03,0.06,308.6,45.0,1.386,0,LOW
12.76,292.91,0.541,2,0.774,2.735,1,3,6.44,53.7,110.58,9.39,81.98,16.32,0.413,0.64,0.317,39.5,624.3,3.39,0,LOW
36.67,222.69,0.152,4,4.706,1.171,0,0,3.56,50.87,96.5,7.38,72.29,12.56,0.637,-1.76,0.406,177.3,427.3,0.701,1,CRITICAL
20.38,301.73,0.11,1,1.148,2.231,1,1,9.33,5.57,70.53,1.02,74.36,9.44,0.259,-0.44,0.236,727.1,502.9,2.433,0,LOW
27.72,185.67,0.023,4,2.381,4.097,2,3,6.72,174.79,411.92,34.93,100.0,74.15,0.98,-5.69,0.214,73.6,75.2,0.241,1,CRITICAL
15.86,135.72,-0.929,1,1.387,2.265,3,2,7.74,78.31,234.29,9.93,100.0,51.57,0.599,-3.16,0.07,488.2,142.8,0.972,0,HIGH
25.36,331.86,-0.488,4,2.475,1.631,3,2,5.49,142.36,331.11,30.09,100.0,76.68,0.98,-5.64,0.402,232.6,162.2,0.257,1,CRITICAL
16.43,13.05,0.035,3,1.49,1.672,3,2,6.6,263.1,497.05,38.3,100.0,89.47,0.98,-9.05,0.068,123.6,73.3,0.771,0,HIGH
16.8,308.21,0.216,3,18.029,4.065,1,2,6.22,42.46,176.91,8.96,100.0,31.84,0.422,-5.06,0.079,996.4,375.6,1.781,0,LOW
25.18,83.09,0.101,4,1.548,3.048,0,2,4.57,105.81,246.88,11.88,100.0,44.44,0.822,-5.47,0.128,357.5,35.9,0.457,1,CRITICAL
8.58,305.55,-0.312,1,3.452,2.917,2,0,5.5,56.01,146.52,11.52,91.79,30.93,0.442,-4.65,0.078,106.9,133.4,3.594,0,LOW
8.85,50.11,0.328,2,7.673,1.051,2,2,7.47,245.55,526.59,31.11,100.0,94.79,0.98,-5.36,0.088,60.7,644.5,1.513,0,MODERATE
14.37,208.88,0.519,4,3.556,2.394,2,2,8.16,18.46,59.28,3.42,68.65,7.32,0.325,-0.45,0.158,589.9,121.8,2.159,0,LOW
19.61,319.72,0.328,4,2.92,1.563,0,0,6.0,0.9,63.18,0.19,66.01,7.51,0.239,-2.27,0.122,250.6,97.3,1.566,0,LOW
34.66,170.47,0.346,3,2.948,1.085,2,0,4.85,13.37,52.23,2.78,60.45,5.68,0.432,-3.57,0.183,10.4,68.7,1.47,0,LOW
20.23,268.76,-0.196,2,2.401,3.772,0,1,6.72,8.9,89.09,1.29,75.6,13.19,0.312,4.0,0.17,156.3,432.0,2.253,0,LOW
21.94,289.68,0.377,3,5.768,1.671,1,3,9.22,37.34,101.23,4.79,83.98,15.3,0.314,-3.05,0.328,164.2,272.3,1.93,0,LOW
18.76,265.14,0.051,4,0.181,1.259,0,2,5.43,5.24,70.87,0.87,67.46,8.6,0.304,-2.79,0.066,418.2,111.8,1.612,0,LOW
26.43,333.12,0.179,3,7.574,3.92,3,2,7.53,16.17,101.83,2.89,81.14,14.87,0.345,-5.46,0.074,76.2,102.6,1.596,0,LOW
13.38,160.86,0.128,5,3.089,0.909,0,2,6.05,6.58,34.51,1.02,56.93,3.54,0.225,-0.04,0.066,171.4,2022.0,2.452,0,LOW
20.84,62.33,-0.043,3,6.614,3.157,3,1,9.98,43.35,157.64,8.62,100.0,28.37,0.45,2.48,0.06,23.2,31.1,1.506,0,LOW
27.56,17.21,-0.301,1,0.05,2.776,3,3,6.39,20.17,63.28,1.78,66.74,10.02,0.459,-2.07,0.352,37.0,612.6,1.796,0,LOW
25.08,88.73,-0.029,2,7.121,3.874,2,0,8.96,41.39,138.59,6.79,95.47,23.82,0.559,-2.9,0.05,442.3,1109.7,1.341,0,MODERATE
22.32,51.55,0.345,3,0.448,3.511,3,2,9.73,6.05,63.39,0.93,72.8,8.31,0.303,-0.63,0.129,207.7,265.3,2.178,0,LOW
22.47,200.86,-0.155,4,4.471,2.992,0,0,10.89,47.29,177.08,4.04,100.0,37.55,0.511,-1.38,0.215,136.6,295.7,0.682,1,CRITICAL
28.97,66.58,0.313,2,1.886,1.39,2,0,4.52,9.06,54.57,0.74,60.6,5.95,0.375,-7.62,0.065,86.7,862.8,1.813,0,LOW
61.26,14.02,0.258,5,4.0,2.132,3,0,4.42,6.8,89.13,1.12,71.48,11.47,0.623,0.28,0.265,927.9,6.5,0.334,1,CRITICAL
13.92,12.96,-0.105,2,3.463,3.972,0,1,10.06,24.12,86.87,2.33,80.91,15.55,0.382,3.01,0.303,176.8,94.7,3.152,0,LOW
62.16,299.37,0.486,3,0.624,0.195,2,2,9.7,134.86,385.5,25.3,100.0,69.39,0.98,-3.76,0.12,232.1,563.0,0.506,0,HIGH
13.55,212.92,-0.124,1,2.53,3.357,1,1,6.14,100.99,228.96,21.5,100.0,53.33,0.705,-3.49,0.138,1164.4,324.9,1.122,0,MODERATE
4.84,128.91,0.528,5,1.136,1.132,1,0,2.5,207.86,380.76,21.79,100.0,68.54,0.98,-3.37,0.067,391.4,1537.9,1.47,0,MODERATE
16.24,321.92,0.152,4,2.877,0.859,3,3,7.68,40.08,179.45,7.69,100.0,32.3,0.388,-0.31,0.532,132.8,107.0,1.157,0,MODERATE
26.7,25.27,-0.006,2,4.688,1.052,2,0,4.16,24.35,57.45,3.96,60.88,6.3,0.398,-1.25,0.158,227.6,979.7,1.961,0,LOW
54.71,352.92,-0.311,5,0.297,0.345,0,3,5.68,229.92,398.76,32.81,100.0,95.0,0.98,-3.87,0.258,140.8,4001.5,0.195,0,HIGH
12.75,221.87,-0.031,2,2.538,4.167,3,3,7.9,31.26,144.78,5.35,95.55,24.9,0.425,0.23,0.256,225.9,0.6,2.769,0,LOW
28.88,66.05,-0.071,4,3.365,3.666,0,1,8.19,0.59,69.28,0.11,71.92,8.97,0.369,-4.14,0.127,291.4,153.2,0.996,0,HIGH
9.45,244.46,-0.44,4,1.225,2.236,3,0,10.98,111.5,282.25,24.07,100.0,64.18,0.714,-6.3,0.066,1036.8,1789.0,0.704,1,CRITICAL
53.7,274.82,-0.076,4,10.702,3.032,3,2,6.68,12.05,46.32,2.08,61.85,5.16,0.601,-4.67,0.123,368.3,1029.3,0.531,1,CRITICAL
40.34,154.56,-0.281,5,2.571,2.382,3,2,5.35,82.26,170.27,15.18,99.12,40.25,0.872,-6.63,0.056,334.4,45.7,0.212,1,CRITICAL
16.82,310.19,0.205,5,0.705,3.427,2,1,9.52,0.99,56.09,0.16,70.08,7.08,0.299,0.81,0.124,28.5,133.7,1.82,0,LOW
43.67,54.26,0.457,5,0.399,3.564,2,0,8.33,7.65,86.59,1.22,77.7,12.11,0.508,0.68,0.118,107.7,444.3,0.549,1,CRITICAL
20.77,100.38,-0.429,2,2.731,1.054,2,2,6.7,42.95,111.73,3.83,82.82,21.81,0.486,-0.94,0.085,92.3,128.1,1.824,0,LOW
41.44,33.66,0.599,2,1.646,1.985,2,1,7.57,4.57,55.12,0.46,66.26,6.57,0.52,2.86,0.058,29.7,223.6,1.211,1,HIGH
22.23,75.92,-0.045,4,0.749,2.703,1,0,6.67,142.67,314.43,18.99,100.0,56.6,0.936,-4.82,0.114,575.2,131.6,0.315,1,CRITICAL
22.76,85.94,-0.341,4,0.109,4.112,1,3,9.02,90.08,242.04,15.4,100.0,54.38,0.636,-4.73,0.246,469.8,159.8,0.343,1,CRITICAL
17.02,330.35,0.265,3,2.926,2.899,2,3,11.21,25.86,62.54,2.34,75.2,8.47,0.428,-1.41,0.23,437.3,187.7,2.864,0,LOW
30.87,28.12,-0.156,1,3.195,3.78,2,1,5.9,59.16,181.41,9.24,100.0,39.75,0.62,0.47,0.095,54.4,335.2,0.58,1,CRITICAL
23.7,153.87,-0.029,4,0.535,3.569,2,0,8.43,81.71,270.48,6.69,100.0,48.69,0.765,-4.31,0.055,256.4,680.8,0.424,1,CRITICAL
29.21,191.66,-0.141,5,3.222,2.486,2,2,4.13,91.53,238.57,17.14,100.0,53.93,0.887,1.82,0.057,209.8,359.8,0.246,1,CRITICAL
8.02,323.53,-0.286,3,10.626,3.764,2,1,5.14,32.74,100.23,5.68,76.33,17.7,0.421,-2.03,0.062,265.5,127.0,5.378,0,LOW
42.2,359.17,0.253,2,13.406,1.647,2,0,8.74,148.89,370.06,22.76,100.0,66.61,0.98,-2.9,0.114,433.4,479.8,0.462,1,CRITICAL
47.65,271.22,-0.1,1,7.678,1.655,0,3,7.35,184.83,362.52,29.57,100.0,87.43,0.98,-4.49,0.227,27.6,803.5,0.513,1,CRITICAL
23.64,349.48,-0.503,2,5.759,3.302,1,3,5.06,14.16,72.58,2.98,67.33,10.5,0.334,-2.48,0.221,59.4,471.4,2.046,0,LOW
59.02,283.36,0.193,4,0.822,0.652,1,1,7.52,157.42,360.16,32.58,100.0,64.83,0.98,-2.07,0.13,92.5,724.5,0.225,1,CRITICAL
52.01,346.75,-0.422,5,0.595,1.354,2,2,9.43,81.07,217.56,15.48,100.0,48.89,0.94,-11.51,0.123,178.1,268.4,0.189,1,CRITICAL
31.22,254.62,-0.404,1,2.06,2.595,0,0,4.32,142.38,282.41,18.09,100.0,67.92,0.98,-4.89,0.083,246.7,1161.7,0.576,1,CRITICAL
43.96,28.71,0.417,3,3.383,1.822,2,1,11.34,35.94,105.36,3.42,89.13,16.9,0.669,0.07,0.271,102.0,428.5,0.785,1,CRITICAL
38.14,144.69,-0.419,4,6.656,3.957,0,0,8.76,70.35,225.34,8.79,100.0,49.0,0.823,-6.24,0.091,32.5,559.1,0.205,1,CRITICAL
6.68,232.78,-0.811,2,0.924,4.03,1,0,8.8,17.44,81.36,3.23,76.88,13.35,0.231,-3.3,0.067,198.2,52.8,6.95,0,LOW
18.98,126.26,0.218,3,2.286,2.161,2,2,7.5,90.4,238.98,14.96,100.0,43.02,0.722,-4.24,0.226,17.2,446.4,1.14,1,HIGH
32.36,98.42,-0.106,4,3.649,2.31,0,2,11.34,56.66,141.59,10.13,100.0,32.29,0.619,-3.16,0.147,126.6,13.2,0.463,1,CRITICAL
49.27,207.86,-0.076,4,2.065,3.071,2,1,9.62,42.62,143.99,4.04,98.39,25.5,0.731,-3.56,0.161,12.6,80.5,0.237,1,CRITICAL
9.04,336.06,-0.11,3,2.119,1.975,3,1,6.69,76.69,129.38,7.84,88.45,29.8,0.627,-5.28,0.201,69.1,539.8,3.74,0,MODERATE
7.0,12.59,0.081,4,0.893,0.879,2,0,9.17,52.24,161.18,9.04,100.0,29.01,0.438,-2.42,0.177,32.7,507.0,3.013,0,LOW
21.48,276.92,-0.263,2,15.11,3.163,2,2,5.89,94.23,287.17,12.44,100.0,63.0,0.737,-1.07,0.201,165.5,308.6,0.675,1,CRITICAL
5.1,260.18,0.517,2,2.257,3.125,2,1,6.88,127.08,380.26,16.73,100.0,68.45,0.842,-2.79,0.071,75.1,482.5,2.598,0,MODERATE
21.07,347.02,-0.517,2,2.663,1.104,1,0,10.73,104.81,249.17,14.15,100.0,57.43,0.772,-0.73,0.127,15.8,770.6,0.685,1,CRITICAL
27.05,335.06,0.156,3,0.863,3.515,2,0,8.35,23.88,121.23,4.57,88.83,19.38,0.417,-2.18,0.14,99.1,808.3,1.394,0,LOW
12.4,274.4,0.225,1,2.526,2.616,1,0,8.96,242.75,451.96,43.18,100.0,81.35,0.98,-2.91,0.078,624.9,991.2,1.218,0,MODERATE
21.4,187.35,-0.266,2,1.032,1.069,1,1,10.07,68.19,157.21,6.47,100.0,36.48,0.534,-5.75,0.463,517.4,993.8,1.124,0,MODERATE
36.32,73.54,-0.358,4,0.791,2.773,0,0,8.71,25.4,83.48,3.26,77.39,14.68,0.475,1.57,0.182,600.4,374.8,0.669,1,CRITICAL
16.2,196.28,0.356,4,1.129,1.058,2,2,5.72,2.83,79.64,0.49,70.77,10.15,0.246,1.47,0.247,139.1,195.9,1.828,0,LOW
13.68,275.53,-0.347,1,0.05,1.187,2,3,11.15,288.01,645.4,62.4,100.0,95.0,0.98,-10.9,0.213,590.9,0.1,1.112,0,MODERATE
20.86,322.44,-0.212,2,2.955,3.577,3,0,8.64,59.4,177.79,12.34,100.0,39.13,0.515,-1.22,0.053,847.4,1204.8,1.063,0,MODERATE
11.61,284.3,0.311,3,1.716,3.911,1,1,8.79,16.78,68.27,1.93,72.67,8.93,0.251,-1.85,0.052,887.9,98.9,4.229,0,LOW
56.75,70.3,0.012,2,8.013,1.153,1,1,7.62,43.91,149.4,3.92,96.53,25.96,0.679,-2.34,0.211,37.1,805.2,0.517,1,CRITICAL
22.61,215.89,-0.629,3,0.145,3.905,2,3,9.94,32.94,134.32,5.28,95.88,27.13,0.555,-1.69,0.263,485.7,129.9,1.429,0,LOW
14.54,119.58,0.611,4,0.155,1.079,2,0,11.71,196.52,413.11,26.9,100.0,74.36,0.98,-6.68,0.079,114.9,174.8,0.409,1,CRITICAL
24.94,3.31,-0.186,1,7.597,0.581,1,2,6.67,44.11,111.71,4.66,82.76,21.93,0.484,0.26,0.181,167.3,104.1,1.47,1,HIGH
20.8,72.08,-0.141,2,0.474,0.339,1,1,9.84,43.09,131.97,7.38,94.95,27.73,0.489,-2.05,0.133,298.5,672.8,1.525,0,LOW
19.53,40.76,0.09,1,0.05,1.093,2,1,7.58,102.88,222.05,10.54,100.0,39.97,0.727,-6.07,0.127,396.9,257.3,1.021,0,HIGH
16.19,303.38,0.219,1,0.69,1.68,1,0,3.1,32.23,85.7,4.16,68.01,10.49,0.442,-1.94,0.178,644.2,1470.3,3.085,0,LOW
15.74,93.06,0.686,5,6.078,3.903,2,0,4.41,14.22,87.89,2.72,71.06,11.24,0.329,-2.67,0.101,886.4,746.7,1.844,0,LOW
8.14,102.49,-0.581,3,5.681,1.093,2,0,8.43,95.08,299.28,16.71,100.0,65.28,0.575,-1.56,0.064,411.5,376.1,1.491,0,MODERATE
43.92,345.58,0.289,3,1.455,1.598,0,0,9.72,156.59,368.09,25.84,100.0,66.26,0.98,-7.62,0.25,76.9,687.8,0.418,1,CRITICAL
30.15,136.47,0.26,4,3.859,3.11,0,0,8.84,3.04,55.43,0.64,68.65,6.85,0.353,3.75,0.21,198.8,831.4,0.989,0,HIGH
26.27,3.45,-0.048,1,2.477,1.339,3,2,9.19,127.75,283.41,12.46,100.0,51.01,0.98,-3.45,0.073,118.8,1120.6,0.644,1,CRITICAL
20.61,102.18,0.276,2,8.229,2.906,1,2,13.2,37.44,134.35,6.62,100.0,24.18,0.433,-5.04,0.082,560.9,37.5,1.643,0,LOW
12.27,42.95,0.327,4,0.203,1.872,0,2,8.66,22.18,97.41,2.14,81.77,14.34,0.374,-2.15,0.187,191.5,726.9,2.25,0,LOW
14.02,37.01,-0.484,5,5.872,0.905,2,0,6.92,2.6,24.01,0.26,55.14,2.69,0.241,-2.46,0.337,543.7,91.5,2.367,0,LOW
8.75,27.9,0.612,3,0.655,3.11,2,0,7.22,14.95,43.26,2.26,61.84,4.82,0.203,-3.49,0.169,1024.5,1115.4,6.072,0,LOW
15.05,213.57,-0.546,3,1.739,0.211,2,2,11.1,26.31,99.97,2.19,86.97,18.81,0.331,-0.66,0.054,95.0,93.6,2.696,0,LOW
11.24,68.17,-0.397,4,0.746,1.299,2,0,4.71,4.76,69.65,0.72,65.76,8.82,0.245,4.28,0.092,8.3,85.0,2.734,0,LOW
50.52,130.05,-0.092,2,4.245,1.56,3,3,10.22,13.6,59.7,1.11,72.51,7.79,0.614,3.2,0.32,67.5,306.5,0.934,1,HIGH
35.06,310.33,0.674,1,3.97,1.979,0,3,7.54,86.77,202.39,14.26,100.0,36.43,0.861,-2.43,0.25,285.9,876.0,0.543,1,CRITICAL
23.14,152.76,-0.108,2,2.778,2.887,2,0,5.67,75.47,214.16,9.33,100.0,47.61,0.673,-4.66,0.14,463.7,41.3,0.636,1,CRITICAL
13.08,329.65,-0.011,3,4.193,1.984,2,3,4.31,95.48,304.23,8.75,100.0,54.76,0.704,-2.41,0.203,386.4,27.8,1.169,1,HIGH
11.59,179.26,0.501,1,3.572,2.537,0,2,10.76,11.74,89.84,2.22,83.11,13.44,0.364,0.41,0.069,454.8,651.6,3.952,0,LOW
19.88,143.58,-0.105,3,5.243,2.543,1,2,5.61,2.86,24.59,0.38,52.97,2.69,0.394,-0.75,0.164,723.9,823.5,2.772,0,LOW
35.82,270.14,-0.412,4,0.958,1.63,2,3,7.64,41.09,183.42,5.84,100.0,37.95,0.594,-0.16,0.217,71.1,274.7,0.3,1,CRITICAL
8.91,26.34,-0.146,3,1.961,3.929,2,1,5.36,27.28,111.76,3.61,80.4,19.45,0.219,-0.64,0.334,14.4,469.0,4.656,0,LOW
29.94,32.21,0.48,1,0.576,4.019,3,2,11.82,97.46,269.86,8.94,100.0,48.57,0.833,-2.44,0.087,111.5,62.3,0.591,1,CRITICAL
15.01,234.71,0.025,3,1.965,2.486,2,2,7.72,50.31,163.16,7.26,100.0,29.37,0.477,-5.25,0.067,538.4,408.4,2.13,0,LOW
16.64,175.3,0.676,4,4.234,0.394,2,2,4.54,173.96,401.46,30.12,100.0,72.26,0.98,-5.0,0.067,364.4,4.9,0.362,1,CRITICAL
22.78,284.55,0.258,1,4.115,2.114,3,2,6.56,4.11,21.33,0.85,53.63,2.06,0.309,3.49,0.065,9.4,161.7,2.585,0,LOW
13.34,329.86,-0.226,1,4.326,0.856,2,0,10.56,29.38,87.95,5.49,82.16,16.53,0.301,-0.56,0.084,47.0,9.7,3.243,0,LOW
19.32,139.81,0.018,3,1.292,2.081,2,0,5.35,33.77,111.94,3.08,80.45,16.21,0.442,1.05,0.12,743.4,142.5,2.2,0,LOW
12.67,214.71,-0.299,2,3.799,0.873,2,3,6.7,8.75,81.35,0.9,73.1,11.75,0.275,3.65,0.372,192.0,10.3,3.765,0,LOW
15.73,180.25,-0.234,5,1.603,2.986,2,0,10.11,56.86,192.8,4.91,100.0,41.53,0.536,-5.29,0.267,286.1,1271.1,1.013,0,HIGH
32.97,353.38,1.0,3,10.119,0.43,2,1,8.25,2.67,82.24,0.26,76.17,11.28,0.427,5.24,0.123,27.7,965.6,1.347,0,MODERATE
23.43,299.19,0.357,2,1.472,4.009,0,1,4.82,81.08,175.31,11.94,99.77,31.48,0.716,-0.39,0.13,240.8,103.6,1.169,0,MODERATE
32.91,328.23,0.301,4,3.234,0.901,3,0,7.99,2.48,40.13,0.27,62.23,4.5,0.415,1.66,0.109,524.1,1120.7,0.943,1,HIGH
14.89,91.56,-0.218,3,4.854,2.809,1,0,7.16,134.37,297.0,22.94,100.0,69.58,0.956,-5.56,0.083,651.6,1017.9,0.842,1,CRITICAL
30.06,278.11,0.549,1,8.291,3.86,2,0,7.62,4.37,31.0,0.37,58.63,3.27,0.34,0.52,0.111,167.7,110.9,1.894,0,LOW
7.45,95.57,0.385,2,2.016,1.116,1,1,9.58,39.61,137.3,7.92,96.19,23.77,0.35,-4.0,0.064,247.5,502.8,4.919,0,LOW
22.77,75.15,0.659,4,1.565,3.931,2,3,8.03,10.98,36.82,1.92,61.23,4.06,0.319,-1.05,0.231,366.4,93.2,1.415,0,LOW
31.11,339.94,0.642,1,1.968,1.694,3,1,7.3,9.29,69.66,2.0,70.42,8.83,0.358,-0.54,0.068,142.6,515.3,1.596,0,LOW
7.24,6.95,-0.518,2,1.369,4.038,3,2,7.19,83.03,202.35,17.72,100.0,46.39,0.558,-3.46,0.197,96.8,29.6,2.751,0,MODERATE
15.0,347.54,-0.388,2,3.714,4.083,2,1,9.87,96.74,225.27,17.12,100.0,52.16,0.745,-0.26,0.064,26.1,882.7,0.941,1,HIGH
22.76,53.73,-0.351,2,9.446,0.871,2,3,5.92,87.36,186.82,8.92,100.0,44.11,0.755,-4.25,0.31,60.9,784.4,0.771,1,CRITICAL
37.21,295.0,-0.33,4,0.472,3.507,2,2,2.73,33.64,78.35,3.74,64.99,13.2,0.481,-6.9,0.055,1135.6,84.9,0.691,1,CRITICAL
15.73,99.33,0.113,4,2.881,0.893,1,0,7.0,304.66,619.0,36.21,100.0,95.0,0.98,-7.9,0.136,573.8,260.9,0.381,1,CRITICAL
29.44,126.25,-0.198,4,7.978,1.028,1,1,8.33,27.01,113.99,3.77,86.47,20.98,0.513,1.39,0.166,119.1,132.0,0.75,1,CRITICAL
45.41,78.03,0.725,4,0.369,0.445,1,2,6.58,18.29,106.19,2.93,80.83,15.45,0.566,4.57,0.058,496.6,59.2,0.47,1,CRITICAL
30.16,210.79,0.667,5,2.383,0.742,3,2,6.34,367.68,784.76,64.55,100.0,95.0,0.98,-5.26,0.168,405.2,6.0,0.211,1,CRITICAL
19.73,125.31,-0.002,1,7.015,2.692,1,3,6.7,245.98,733.38,22.28,100.0,95.0,0.98,-3.45,0.271,959.6,162.2,0.804,1,CRITICAL
27.12,236.66,0.684,2,8.075,1.942,2,0,7.45,58.25,156.68,9.64,98.54,27.79,0.683,-3.31,0.143,11.3,1256.3,1.081,1,HIGH
15.46,5.63,0.521,3,2.528,3.343,3,3,4.64,15.24,80.62,1.35,69.16,10.04,0.35,4.25,0.303,242.2,985.9,3.135,0,LOW
23.26,23.17,-0.158,3,0.088,1.461,2,0,8.96,17.71,100.52,3.47,83.28,17.19,0.431,0.16,0.064,337.8,256.4,1.755,0,LOW
20.28,35.88,-0.703,3,0.391,4.071,1,0,2.5,47.83,177.92,4.1,96.43,36.62,0.495,-0.35,0.178,495.2,153.2,1.288,1,HIGH
26.64,150.84,-0.076,2,3.093,0.304,1,1,8.69,97.28,232.53,13.09,100.0,41.85,0.865,-1.57,0.172,454.4,165.5,0.663,1,CRITICAL
17.42,293.33,-0.226,1,0.463,0.358,1,0,8.19,5.24,53.13,0.73,66.74,7.01,0.197,-4.2,0.133,90.7,551.4,3.04,0,LOW
27.45,319.74,0.072,3,0.566,2.976,2,2,8.59,75.64,148.02,12.09,97.83,26.07,0.636,-1.75,0.106,340.5,139.1,1.145,1,HIGH
17.33,88.13,0.031,5,5.176,3.739,1,3,3.26,7.07,21.8,0.66,47.84,1.88,0.324,-4.98,0.352,464.6,786.7,1.943,0,LOW
34.88,206.77,0.022,3,4.862,3.362,2,3,8.14,120.81,337.82,25.45,100.0,60.81,0.937,-1.55,0.37,203.1,200.1,0.446,1,CRITICAL
18.35,276.61,0.183,1,6.475,2.108,3,2,6.31,49.37,163.13,6.6,98.55,28.94,0.492,-1.35,0.083,194.7,31.4,1.628,0,LOW
